sex,group_age,race,charlson,visits,in_group,svi_group,vax_status,year,PCR_results,count
FEMALE,<40 years,Other,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2022,Positive,71
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Negative,62
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Negative,15
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Negative,32
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Negative,16
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Negative,289
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Positive,18
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Negative,94
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Positive,27
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Negative,529
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Positive,13
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Negative,101
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Positive,43
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Negative,210
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Positive,19
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Negative,95
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Positive,35
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Negative,84
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Negative,114
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Positive,14
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Negative,868
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Positive,87
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Negative,357
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Positive,138
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Negative,1460
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Positive,109
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Negative,442
FEMALE,<40 years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Positive,188
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Negative,7
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Negative,27
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Negative,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Positive,6
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,12
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,7
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2021,Negative,6
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2022,Negative,7
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Negative,40
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Negative,19
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Positive,14
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Negative,57
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Positive,6
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Negative,9
FEMALE,<40 years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Positive,17
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2021,Negative,12
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Negative,24
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Negative,10
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Negative,72
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Negative,9
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Positive,8
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2021,Negative,17
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2021,Negative,7
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Negative,6
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Negative,23
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Negative,25
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Positive,12
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Negative,70
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Negative,11
FEMALE,<40 years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Positive,9
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Negative,22
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Negative,8
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2021,Negative,15
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2022,Negative,8
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2021,Negative,104
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2022,Negative,27
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2022,Positive,12
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2021,Negative,185
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2022,Negative,28
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2022,Positive,12
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Negative,93
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Positive,8
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Negative,35
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Positive,10
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2021,Negative,28
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2022,Negative,30
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2021,Negative,288
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2021,Positive,44
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2022,Negative,152
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2022,Positive,48
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2021,Negative,434
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2021,Positive,39
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2022,Negative,149
FEMALE,<40 years,Other,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2022,Positive,61
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Negative,9
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Negative,7
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Negative,<5
FEMALE,<40 years,Other,Score: 1+,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2021,Negative,159
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2022,Negative,71
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2022,Positive,14
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Booster Dose,2021,Negative,140
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Booster Dose,2022,Negative,82
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Booster Dose,2022,Positive,11
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2021,Negative,991
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2021,Positive,20
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2022,Negative,296
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2022,Positive,55
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2021,Negative,1001
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2021,Positive,24
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2022,Negative,251
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2022,Positive,54
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2021,Negative,84
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2022,Negative,26
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2022,Positive,10
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Booster Dose,2021,Negative,145
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Booster Dose,2022,Negative,89
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Booster Dose,2022,Positive,8
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2021,Negative,602
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2021,Positive,12
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2022,Negative,209
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2022,Positive,37
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2021,Negative,580
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2021,Positive,10
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2022,Negative,209
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2022,Positive,25
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2021,Negative,11
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2021,Negative,65
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2022,Negative,12
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2021,Negative,10
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2021,Negative,50
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2022,Negative,12
FEMALE,40+ years,Non-Hispanic White,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Negative,249
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Negative,81
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Positive,13
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Negative,412
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Positive,6
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Negative,224
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Positive,24
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Negative,1655
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Positive,27
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Negative,578
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Positive,97
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Negative,859
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Positive,16
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Negative,256
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Positive,50
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Negative,269
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Negative,139
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Positive,18
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Negative,802
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Negative,458
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Positive,37
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Negative,2351
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Positive,41
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Negative,968
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Positive,151
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Negative,1028
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Positive,20
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Negative,295
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Positive,82
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Negative,12
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Negative,14
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2021,Negative,6
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Negative,12
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Negative,18
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2021,Negative,74
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Negative,29
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2021,Negative,111
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2021,Positive,<5
